STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,AT,Austria,2026-03,,280,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2025-07,,175,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2025-08,,176,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2025-09,,173,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2025-10,,173,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2025-11,,172,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2025-12,,172,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2026-01,,172,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BA,Bosnia and Herzegovina,2026-02,,171,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2025-07,,345,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2025-08,,351,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2025-09,,356,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2025-10,,354,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2025-11,,347,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2025-12,,355,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2026-01,,358,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2026-02,,352,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BE,Belgium,2026-03,,344,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2025-07,,111,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2025-08,,105,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2025-09,,98,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2025-10,,97,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2025-11,,95,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2025-12,,96,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2026-01,,102,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2026-02,,105,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,BG,Bulgaria,2026-03,,107,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CH,Switzerland,2025-07,,255,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CH,Switzerland,2025-08,,264,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CH,Switzerland,2025-09,,264,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CH,Switzerland,2025-10,,254,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CH,Switzerland,2025-11,,254,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CH,Switzerland,2025-12,,260,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2025-07,,25,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2025-08,,24,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2025-09,,16,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2025-10,,15,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2025-11,,24,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2025-12,,25,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2026-01,,25,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2026-02,,25,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CY,Cyprus,2026-03,,26,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2025-07,,157,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2025-08,,174,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2025-09,,162,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2025-10,,169,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2025-11,,157,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2025-12,,162,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2026-01,,183,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2026-02,,181,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,CZ,Czechia,2026-03,,168,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2025-07,,1696,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2025-08,,1740,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2025-09,,1791,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2025-10,,1615,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2025-11,,1703,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2025-12,,1651,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2026-01,,1858,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2026-02,,1838,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DE,Germany,2026-03,,1835,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2025-07,,217,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2025-08,,217,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2025-09,,208,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2025-10,,218,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2025-11,,215,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2025-12,,191,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2026-01,,264,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2026-02,,273,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,DK,Denmark,2026-03,,227,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2025-07,,10950,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2025-08,,11157,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2025-09,,11253,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2025-10,,10943,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2025-11,,10832,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2025-12,,10897,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2026-01,,11250,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2026-02,,11484,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EA21,Euro area – 21 countries (from 2026),2026-03,,11294,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2025-07,,60,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2025-08,,54,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2025-09,,53,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2025-10,,50,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2025-11,,47,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2025-12,,48,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2026-01,,46,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2026-02,,52,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EE,Estonia,2026-03,,52,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2025-07,,385,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2025-08,,405,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2025-09,,390,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2025-10,,412,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2025-11,,386,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2025-12,,386,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2026-01,,410,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),TOTAL,Total,THS_PER,Thousand persons,T,Total,EL,Greece,2026-02,,459,,,,,
